@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.85349,0.90060,p
0.13880,0.62917,n
0.44969,0.75601,p
0.83635,0.30892,n
0.91486,0.58784,p
0.22705,0.59668,n
0.13823,0.49821,n
0.16712,0.60246,n
0.56709,0.44439,n
0.30253,0.50418,n
0.35991,0.36435,n
0.38657,0.98268,p
0.25918,0.75151,p
0.26525,0.38542,p
0.60882,0.43046,n
0.19419,0.50983,n
0.12629,0.58003,n
0.25617,0.45692,n
0.81744,0.28909,p
0.11394,0.48622,n
0.17189,0.69505,p
0.45533,0.76612,p
0.05736,0.54767,p
0.06112,0.56386,p
0.15734,0.55705,n
0.31652,0.44104,n
0.69680,0.05926,p
0.82899,0.87261,p
0.65084,0.03790,p
0.09195,0.44790,n
0.04595,0.24660,p
0.61400,0.17911,p
0.49377,0.22338,p
0.51901,0.47488,n
0.30426,0.11458,p
0.48805,0.32837,p
0.85831,0.14468,p
0.19226,0.55117,p
0.40385,0.54957,p
0.79105,0.94343,p
0.21820,0.47815,p
0.49866,0.53050,p
0.03745,0.72752,p
0.32808,0.63621,n
0.27636,0.54256,n
0.51784,0.24094,p
0.31108,0.08588,p
0.68153,0.98281,p
0.21717,0.57843,n
0.17877,0.49968,n
0.17236,0.73464,p
0.33459,0.55073,n
0.54168,0.99345,p
0.60805,0.69799,p
0.59986,0.90909,p
0.48264,0.81728,p
0.23285,0.43120,n
0.14156,0.69223,p
0.13597,0.44861,n
0.27275,0.44510,n
0.77408,0.32141,n
0.34013,0.12679,p
0.00663,0.35762,n
0.14722,0.90676,n
0.31686,0.49973,n
0.57835,0.39167,p
0.78332,0.70917,p
0.25977,0.58914,n
0.09379,0.54208,p
0.19221,0.38580,n
0.46797,0.46530,n
0.56214,0.50837,n
0.07538,0.88425,p
0.55540,0.37863,p
0.07304,0.28612,p
0.33427,0.45039,p
0.91951,0.12401,p
0.13535,0.56568,n
0.80701,0.91300,p
0.28175,0.62860,n
0.22813,0.42668,n
0.89931,0.11990,p
0.30529,0.35011,n
0.92858,0.15248,p
0.48641,0.44638,n
0.06755,0.60707,p
0.19459,0.61548,n
0.55626,0.39863,n
0.62447,0.27072,p
0.54394,0.52278,p
0.41010,0.01009,p
0.82945,0.45810,p
0.59274,0.79202,p
0.47596,0.07745,p
0.46702,0.49715,n
0.21680,0.94252,p
0.38581,0.61582,n
0.09059,0.58120,n
0.93629,0.69974,p
0.17763,0.46437,p
0.13433,0.20269,p
0.08651,0.40917,p
0.14696,0.87085,p
0.16161,0.44037,n
0.71945,0.93965,p
0.14440,0.43568,n
0.06250,0.85601,p
0.16452,0.32004,p
0.19560,0.58625,p
0.72709,0.10585,n
0.60972,0.48634,p
0.14873,0.58083,n
0.37638,0.96900,p
0.44926,0.49307,n
0.24289,0.60399,n
0.07061,0.67811,p
0.44660,0.99279,p
0.32332,0.55439,n
0.26916,0.79293,p
0.86596,0.31097,p
0.46624,0.36535,n
0.34397,0.50133,n
0.18575,0.36936,n
0.58167,0.49224,n
0.96088,0.58992,n
0.20946,0.15742,p
0.29427,0.51160,n
0.40258,0.47604,n
0.03273,0.72737,p
0.22031,0.55568,n
0.95811,0.84173,p
0.31655,0.45797,n
0.48662,0.32107,n
0.51048,0.61025,n
0.14019,0.52559,n
0.89206,0.38675,p
0.41253,0.59862,n
0.33534,0.96456,p
0.42182,0.37287,n
0.53273,0.16646,p
0.86875,0.33421,p
0.29042,0.52419,n
0.24559,0.41786,n
0.23392,0.44656,n
0.26331,0.89372,p
0.38111,0.47264,p
0.48329,0.35294,n
0.38310,0.47176,n
0.61693,0.21436,p
0.68180,0.72896,p
0.29661,0.60701,n
0.66752,0.32921,p
0.63290,0.11984,n
0.69010,0.64998,p
0.28543,0.63350,p
0.34770,0.38209,n
0.48879,0.35195,p
0.95000,0.64009,p
0.28415,0.41924,n
0.14351,0.57200,n
0.56963,0.63969,p
0.24461,0.74142,p
0.09911,0.02351,p
0.59754,0.64638,p
0.84200,0.17543,p
0.23484,0.28133,p
0.41193,0.50389,n
0.88299,0.86596,p
0.81087,0.75811,p
0.31838,0.38906,n
0.18058,0.88516,p
0.99285,0.20142,p
0.28296,0.98608,n
0.99862,0.79260,p
0.91841,0.42420,p
0.23273,0.59880,n
0.15618,0.25863,p
0.10672,0.49943,p
0.07468,0.81758,p
0.96106,0.05115,p
0.15386,0.22198,p
0.91898,0.75638,p
0.44198,0.59276,p
0.31563,0.44062,n
0.74129,0.49267,p
0.27882,0.77097,p
0.52543,0.35009,n
0.06179,0.68294,p
0.20980,0.82764,p
0.14028,0.70269,n
0.35354,0.22525,p
0.48026,0.49749,n
0.89385,0.59003,p
0.97753,0.13871,p
0.60176,0.17202,p
0.15361,0.39263,n
0.48996,0.66983,p
0.30961,0.47362,n
0.22562,0.47865,n
0.15173,0.52651,n
0.71728,0.22934,p
0.38623,0.59084,n
0.88796,0.36037,p
0.41748,0.18487,p
0.11097,0.56788,n
0.39000,0.49761,n
0.84419,0.62987,n
0.28353,0.39471,n
0.54881,0.49077,n
0.19058,0.42410,n
0.74037,0.62549,p
0.23364,0.37968,n
0.50945,0.68889,p
0.30247,0.45818,n
0.87863,0.06514,p
0.32508,0.70576,p
0.01620,0.60558,p
0.75437,0.35351,n
0.77944,0.03980,n
0.86871,0.81363,n
0.34585,0.32112,n
0.86709,0.01318,p
0.21786,0.53290,n
0.10589,0.91330,p
0.52518,0.40805,p
0.49100,0.45401,n
0.71722,0.04669,p
0.98813,0.91037,p
0.30929,0.37099,p
0.50850,0.48819,p
0.42724,0.50250,n
0.82579,0.44254,p
0.43310,0.55299,n
0.31234,0.35505,p
0.49535,0.73912,p
0.26985,0.60644,n
0.25423,0.59183,n
0.48923,0.39692,n
0.69524,0.17489,p
0.28410,0.57868,n
0.33678,0.41031,n
0.81795,0.28864,p
0.19200,0.53763,n
0.47321,0.60931,n
0.52072,0.47026,n
0.29173,0.80355,p
0.31011,0.56110,n
0.22073,0.50490,n
0.41336,0.62423,n
0.58805,0.53447,n
0.21590,0.11366,p
0.39247,0.60189,n
0.45549,0.02873,p
0.32025,0.44825,n
0.19776,0.70528,p
0.93350,0.14543,p
0.29377,0.48389,n
0.57500,0.04894,n
0.78248,0.72804,p
0.62905,0.37451,p
0.38021,0.50752,n
0.55851,0.15411,p
0.43645,0.32399,n
0.44882,0.37789,n
0.43413,0.47678,n
0.27252,0.50605,n
0.48465,0.63472,p
0.58196,0.49522,n
0.93714,0.78547,p
0.39782,0.63241,p
0.95154,0.92859,n
0.32621,0.68081,n
0.47534,0.59658,n
0.39583,0.49083,n
0.71437,0.76237,n
0.46199,0.41032,n
0.46948,0.50978,n
0.26338,0.36230,n
0.33849,0.59338,n
0.66270,0.02064,p
0.01333,0.66172,p
0.34156,0.88407,p
0.22916,0.49759,n
0.38365,0.51106,n
0.37863,0.20130,p
0.50089,0.52628,p
0.24484,0.62478,n
0.53350,0.48488,n
0.29241,0.55048,n
0.82779,0.60636,p
0.00730,0.25877,p
0.12423,0.25900,p
0.07236,0.03198,p
0.69702,0.14007,p
0.87468,0.61453,p
0.49300,0.26079,p
0.62809,0.64084,p
0.35482,0.68881,n
0.41564,0.67232,n
0.36830,0.48279,n
0.33423,0.51757,n
0.72678,0.03397,p
0.38058,0.41712,n
0.42173,0.47140,n
0.38290,0.32473,n
0.56887,0.59358,n
0.34312,0.76292,p
0.39408,0.47367,n
0.90280,0.04027,p
0.24922,0.51660,n
0.30340,0.42464,n
0.27654,0.58684,n
0.29900,0.63447,n
0.50061,0.22642,p
0.75147,0.39528,p
0.77012,0.35474,p
0.41580,0.24510,p
0.39614,0.57403,n
0.39246,0.05999,p
0.34747,0.00688,p
0.11830,0.10549,p
0.35656,0.60347,n
0.65719,0.95635,p
0.09744,0.29494,p
0.23701,0.02525,p
0.38718,0.56224,n
0.21414,0.46787,n
0.46917,0.42221,n
0.32096,0.60018,p
0.75607,0.61463,p
0.22813,0.77201,p
0.63572,0.77086,p
0.19486,0.16027,p
0.83107,0.36388,p
0.90220,0.11693,p
0.22934,0.69675,p
0.37952,0.40351,n
0.42345,0.45380,n
0.39087,0.34332,n
0.25973,0.45981,n
0.38710,0.34594,p
0.44036,0.45473,n
0.38992,0.76557,p
0.56124,0.39289,n
0.27384,0.86901,p
0.32329,0.46144,p
0.62885,0.49514,n
0.29692,0.65379,n
0.55572,0.42797,n
0.21784,0.13307,p
0.40973,0.16759,p
0.59993,0.83552,n
0.26895,0.52385,n
0.28116,0.63934,n
0.69688,0.23526,p
0.15403,0.87603,p
0.55061,0.75326,p
0.92546,0.25156,p
0.26387,0.55211,n
0.72454,0.68420,p
0.87431,0.43335,p
0.36708,0.56596,p
0.16824,0.51494,n
0.80192,0.36521,p
0.19502,0.58241,n
0.65210,0.77062,p
0.42645,0.45193,n
0.36401,0.66517,n
0.15790,0.70638,p
0.29914,0.19746,p
0.98101,0.79054,p
0.77688,0.42794,p
0.08694,0.42424,n
0.12610,0.56352,n
0.25960,0.37008,n
0.26245,0.38764,n
0.60137,0.12094,n
0.07161,0.52494,n
0.77986,0.68636,p
0.91941,0.37554,p
0.67700,0.30928,p
0.04439,0.37088,p
0.27512,0.56145,n
0.49640,0.80784,p
0.78078,0.01165,p
0.15857,0.61368,n
0.21970,0.54948,n
0.00791,0.79166,p
0.35088,0.13356,p
0.30794,0.94275,p
0.21199,0.55823,n
0.23392,0.52096,n
0.08676,0.07791,p
0.38702,0.34872,p
0.20354,0.39478,p
0.20813,0.47560,n
0.22291,0.45820,n
0.17493,0.56235,n
0.27510,0.37266,n
0.33106,0.48670,p
0.06613,0.45686,n
0.25624,0.58780,n
0.84433,0.18666,p
0.10143,0.72950,p
0.75302,0.88423,n
0.15357,0.45943,n
0.15630,0.50596,n
0.13810,0.37831,p
0.37258,0.36892,p
0.67711,0.94529,p
0.25741,0.81800,p
0.63705,0.62609,p
0.63579,0.90117,p
0.95744,0.98681,p
0.22712,0.60445,n
0.25502,0.58829,n
0.86578,0.25529,p
0.24545,0.18721,p
0.56949,0.13505,p
0.40960,0.97288,p
0.99614,0.74679,n
0.25698,0.17680,n
0.20170,0.92990,n
0.10735,0.45939,n
0.54087,0.95886,p
0.25136,0.47024,n
0.18712,0.38312,p
0.81264,0.42295,p
0.57616,0.67945,p
0.30029,0.25838,p
0.22194,0.49583,n
0.44466,0.00302,p
0.07609,0.52508,n
0.32317,0.46807,n
0.57369,0.58871,p
0.71319,0.19764,p
0.16218,0.63088,n
0.40317,0.07184,p
0.76188,0.31424,p
0.94847,0.42759,p
0.21869,0.23147,p
0.90504,0.84905,p
0.62194,0.84625,p
0.65466,0.86530,p
0.99026,0.81176,p
0.81674,0.47229,p
0.11953,0.45886,n
0.35288,0.17380,p
0.11605,0.51493,n
0.08785,0.54092,n
0.21052,0.36274,n
0.68872,0.76546,p
0.81874,0.02396,n
0.25864,0.40749,n
0.29875,0.45055,n
0.21919,0.62514,n
0.76797,0.25240,p
0.19147,0.67865,p
0.13480,0.62863,n
0.15129,0.58100,n
0.37516,0.22174,p
0.16961,0.36344,n
0.61798,0.59556,p
0.10268,0.89609,p
0.12864,0.38584,n
0.14773,0.53075,n
0.05714,0.09121,p
0.20559,0.41358,n
0.27145,0.53146,n
0.19267,0.35953,n
0.28466,0.48712,n
0.14401,0.48840,n
0.15190,0.46731,n
0.20011,0.51633,n
0.17247,0.45987,n
0.25006,0.43483,n
0.50995,0.87444,p
0.28368,0.56271,n
0.35911,0.67364,p
0.18713,0.38062,n
0.11839,0.48606,n
0.48380,0.34824,p
0.79963,0.32246,p
0.49289,0.65291,p
0.15704,0.80540,p
0.19716,0.49597,n
0.31835,0.49748,n
0.69649,0.73626,p
0.13436,0.58578,n
0.26627,0.43806,n
0.44024,0.11292,p
0.05166,0.46145,p
0.67910,0.75227,p
0.16419,0.62543,n
0.07976,0.53577,n
0.20764,0.42583,n
0.03935,0.69282,p
0.58205,0.25801,p
0.16099,0.62410,n
0.40658,0.95622,p
0.22556,0.40079,n
0.46451,0.93305,p
0.74660,0.63136,p
0.61404,0.90558,n
0.65666,0.13117,p
0.23087,0.64372,n
0.29099,0.47642,n
0.35441,0.90910,p
0.81494,0.15309,p
0.52913,0.19674,p
0.13001,0.66257,p
0.20453,0.53658,n
0.18867,0.62850,n
0.33370,0.55316,n
0.09333,0.55791,n
0.27339,0.43211,n
0.46918,0.51800,p
0.66445,0.79637,n
0.77808,0.22773,p
0.26351,0.44512,n
0.74061,0.83400,p
0.13654,0.54322,n
0.75250,0.28998,p
0.30728,0.64202,n
0.49769,0.09098,p
0.61728,0.19676,p
0.90484,0.92780,p
0.15047,0.55762,n
0.11634,0.53885,n
0.15897,0.44554,n
0.60379,0.61847,p
0.17734,0.52130,n
0.84159,0.64310,p
0.87121,0.81302,p
0.02507,0.01807,p
0.49311,0.91830,n
0.22754,0.50856,n
0.30733,0.33554,p
0.18457,0.26896,p
0.31362,0.51710,n
0.30917,0.56846,n
0.28629,0.15772,p
0.14967,0.38333,n
0.19621,0.64885,n
0.27459,0.49763,n
0.90915,0.57338,p
0.91262,0.87571,p
0.20975,0.51536,n
0.36279,0.82477,p
0.16819,0.57364,n
0.90331,0.88381,p
0.79564,0.34293,p
0.26613,0.30585,p
0.24070,0.61194,n
0.89973,0.49262,p
0.53570,0.09820,p
0.16119,0.41957,n
0.04626,0.52673,p
0.50452,0.11625,p
0.12713,0.74518,p
0.22950,0.50087,n
0.88442,0.15172,p
0.92983,0.25117,p
0.98100,0.31506,p
0.24257,0.53004,n
0.54103,0.92131,p
0.38270,0.04208,p
0.89564,0.35594,p
0.22284,0.53205,n
0.20581,0.63413,p
0.06302,0.40868,p
0.21452,0.35156,n
0.98875,0.52919,p
0.12493,0.38959,n
0.16435,0.43377,n
0.81579,0.22759,p
0.13902,0.73087,p
0.16382,0.40549,n
0.20631,0.60063,n
0.34979,0.50500,n
0.23529,0.61089,n
0.11905,0.63459,p
0.19095,0.62457,n
0.33079,0.52801,n
0.22100,0.56585,n
0.56326,0.10237,p
0.19416,0.46931,n
0.99438,0.75054,p
0.74392,0.63667,p
0.46702,0.13214,p
0.84912,0.09484,p
0.21716,0.43529,n
0.41526,0.50093,p
0.11236,0.97123,p
0.51783,0.34683,p
0.13960,0.49909,n
0.23451,0.52021,n
0.21617,0.52961,n
0.12831,0.46890,p
0.18342,0.47496,p
0.15735,0.58229,n
0.24543,0.91049,n
0.83653,0.20137,p
0.19640,0.41948,n
0.21998,0.48502,n
0.98795,0.71502,n
0.26961,0.05999,p
0.50268,0.87966,p
0.24384,0.17454,p
0.23251,0.37131,n
0.11501,0.45745,n
0.16423,0.26999,p
0.27378,0.52862,n
0.61842,0.60326,p
0.15615,0.50655,n
0.37239,0.32746,p
0.54772,0.57745,p
0.08622,0.51216,n
0.59221,0.89101,p
0.53994,0.85135,p
0.45053,0.59075,p
0.27242,0.50594,n
0.70675,0.60461,p
0.44484,0.79850,p
0.52536,0.28022,p
0.52114,0.14199,p
0.23510,0.36290,n
0.23955,0.39264,n
0.29838,0.46961,n
0.32004,0.97925,p
0.61381,0.39022,p
0.97485,0.60269,p
0.11229,0.54619,n
0.17193,0.39739,n
0.97135,0.83041,p
0.17238,0.68325,p
0.71139,0.93732,p
0.37288,0.52708,p
0.22853,0.37038,p
0.01362,0.81880,p
0.85544,0.78245,p
0.24724,0.43792,n
0.77935,0.72113,n
0.32356,0.58204,n
0.19005,0.35465,p
0.53138,0.52334,n
0.65406,0.53985,p
0.40401,0.50758,p
0.76639,0.25393,p
0.31437,0.47535,n
0.14121,0.37847,n
0.06953,0.86997,p
0.11769,0.42553,n
0.11510,0.42572,n
0.32100,0.51859,n
0.07322,0.45553,n
0.39377,0.92399,p
0.23332,0.63699,n
0.24662,0.51984,n
0.30783,0.54375,n
0.50303,0.35373,p
0.20793,0.50232,n
0.07572,0.58331,n
0.80496,0.83189,p
0.25170,0.58265,n
0.95303,0.40797,p
0.29325,0.54357,n
0.12527,0.50252,n
0.47674,0.94481,p
0.72933,0.86946,p
0.21634,0.55509,n
0.23582,0.57934,n
0.08902,0.58236,n
0.09369,0.41732,n
0.23640,0.60768,n
0.31415,0.53577,n
0.55365,0.28728,n
0.12054,0.52743,n
0.20022,0.62679,n
0.02935,0.57108,p
0.52835,0.99951,p
0.29850,0.16290,p
0.87626,0.45400,p
0.15574,0.48840,n
0.24787,0.59784,n
0.34800,0.25329,n
0.56399,0.38993,p
0.59330,0.19286,n
0.90612,0.16283,p
0.14386,0.58407,n
0.73017,0.11087,p
0.18851,0.91242,p
0.63679,0.95681,p
0.10728,0.57562,n
0.03599,0.78047,n
0.20485,0.63114,n
0.08303,0.50808,n
0.00711,0.14996,p
0.10856,0.40499,n
0.25245,0.45236,n
0.18179,0.42637,n
0.22604,0.14340,p
0.76156,0.14561,p
0.40613,0.12208,p
0.07772,0.48899,n
0.89060,0.02720,p
0.74361,0.77568,p
0.65965,0.77501,n
0.15906,0.40714,n
0.28720,0.48408,n
0.12083,0.53124,n
0.67325,0.50183,p
0.78020,0.20889,p
0.19141,0.75012,p
0.11819,0.45461,n
0.53321,0.41307,p
0.12325,0.47299,p
0.27148,0.87042,n
0.18476,0.62108,n
0.13504,0.42277,n
0.18114,0.54442,p
0.07495,0.52635,n
0.20857,0.45886,n
0.28556,0.61596,n
0.28158,0.44406,n
0.10896,0.40120,n
0.28150,0.54469,n
0.73251,0.74181,p
0.35147,0.78598,p
0.41766,0.38988,p
0.08354,0.70184,p
0.31011,0.49544,n
0.13198,0.62639,n
0.20140,0.48972,n
0.14806,0.53786,n
0.21597,0.58087,n
0.10078,0.58062,n
0.08018,0.43298,n
0.11402,0.46665,p
0.29935,0.55879,n
0.25900,0.38011,p
0.29510,0.58989,n
0.10402,0.39328,n
0.18062,0.63397,n
0.70221,0.64223,n
0.17184,0.46918,n
0.59867,0.90677,p
0.27291,0.48531,n
0.34045,0.53694,n
0.26928,0.43291,n
0.78724,0.95655,p
0.20960,0.71050,p
0.75614,0.62055,n
0.31212,0.53440,n
0.33472,0.71875,p
0.02862,0.22134,p
0.76386,0.92146,p
0.15014,0.17736,p
0.21357,0.25956,p
0.78821,0.18830,p
0.07436,0.56678,n
0.17128,0.52852,n
0.30051,0.19909,p
0.66744,0.70325,p
0.33781,0.52496,n
0.73168,0.17786,p
0.17156,0.50506,n
0.19898,0.53591,n
0.23986,0.61100,n
0.22706,0.59951,n
0.15395,0.54380,n
0.68895,0.45379,p
0.13675,0.51191,p
0.28576,0.47070,n
0.09749,0.45061,n
0.06938,0.45318,n
0.05107,0.40137,n
0.38178,0.18600,p
0.07968,0.54089,n
0.29030,0.38959,n
0.09853,0.59978,n
0.62431,0.80219,n
0.20241,0.36051,n
0.88396,0.81288,p
0.12839,0.38540,n
0.49209,0.41567,p
0.82463,0.32453,p
0.18176,0.46902,n
0.34276,0.57670,p
0.27076,0.59314,n
0.15971,0.44723,n
0.20562,0.44446,n
0.23407,0.40163,n
0.12113,0.42210,n
0.56041,0.19399,p
0.26316,0.75766,p
0.83341,0.30252,p
0.34360,0.21902,p
0.33153,0.55332,n
0.97118,0.89910,p
0.41205,0.84321,p
0.14462,0.03891,p
0.38828,0.86908,p
0.26594,0.83687,p
0.02656,0.43749,p
0.92845,0.59956,p
0.10496,0.40142,n
0.95409,0.00255,p
0.15946,0.55249,n
0.75227,0.21286,p
0.57246,0.24423,p
0.12655,0.51085,n
0.40432,0.95833,p
0.89705,0.83487,p
0.15849,0.13042,p
0.14418,0.49383,p
0.20728,0.40926,n
0.19769,0.42096,n
0.86041,0.55153,p
0.26845,0.44941,n
0.17967,0.49550,n
0.28852,0.50738,n
0.51496,0.92520,p
0.25903,0.51745,n
0.14673,0.51909,n
0.28734,0.51747,n
0.12378,0.44557,n
0.24959,0.39946,p
0.79933,0.69552,p
0.15168,0.63562,n
0.21273,0.60497,n
0.90695,0.70698,p
0.65130,0.78868,p
0.50543,0.98327,p
0.22898,0.37243,n
0.21012,0.42468,n
0.30750,0.60238,n
0.14865,0.98782,p
0.32217,0.43570,n
0.09097,0.47245,n
0.79124,0.30849,n
0.45678,0.56771,p
0.09044,0.57069,n
0.15094,0.61130,n
0.94772,0.58608,p
0.81973,0.64736,p
0.20468,0.44225,p
0.61889,0.58563,p
0.15839,0.50113,n
0.32045,0.47289,n
0.12313,0.48345,n
0.27785,0.17323,p
0.27904,0.61276,n
0.18336,0.46713,n
0.10393,0.12541,p
0.12407,0.48119,n
0.18073,0.15560,n
0.00211,0.61780,p
0.16707,0.54388,p
0.25896,0.39717,n
0.33185,0.46411,n
0.30352,0.54005,n
0.29422,0.92578,p
0.56755,0.29569,p
0.83367,0.14203,p
0.89776,0.88494,p
0.63919,0.73878,p
0.29277,0.46155,p
0.32631,0.48870,n
0.01975,0.06139,p
0.19455,0.08882,p
0.05056,0.91586,p
0.23418,0.61960,n
0.81310,0.76916,p
0.33450,0.38136,n
0.37131,0.97410,p
0.24700,0.55423,n
0.43318,0.27686,p
0.27626,0.48955,n
0.52549,0.62743,p
0.25442,0.45887,n
0.18687,0.38909,n
0.98207,0.21689,p
0.75624,0.87016,p
0.55455,0.95932,p
0.19032,0.43849,p
0.68998,0.73296,p
0.26527,0.57761,n
0.31952,0.57627,p
0.61929,0.94369,n
0.17894,0.47779,n
0.13569,0.89339,p
0.80003,0.94748,p
0.90802,0.97472,n
0.25093,0.41493,n
0.50642,0.86477,p
0.03090,0.06643,p
0.19677,0.49886,n
0.28404,0.19979,p
0.26959,0.60396,n
0.22189,0.47456,n
0.86177,0.97290,p
0.44681,0.35371,p
0.02317,0.08352,n
0.23309,0.37973,n
0.16914,0.42736,n
0.09552,0.46900,n
0.93335,0.28839,p
0.20711,0.44334,n
0.30756,0.06226,p
0.20237,0.44503,n
0.44886,0.58166,n
0.26036,0.45947,n
0.18003,0.36758,p
0.21599,0.61909,n
0.93453,0.91786,p
0.92324,0.81296,p
0.10483,0.40429,n
0.31691,0.53179,n
0.19620,0.19009,p
0.25199,0.36325,n
0.58770,0.99058,p
0.92793,0.94005,p
0.14047,0.54828,n
0.78484,0.93422,p
0.85265,0.53966,p
0.24946,0.49002,n
0.50453,0.24140,p
0.14321,0.61295,p
0.36691,0.67889,p
0.11909,0.45351,n
0.87119,0.81865,p
0.29248,0.60908,n
0.27488,0.51932,n
0.17348,0.41588,n
0.06955,0.39488,p
0.20740,0.53452,n
0.28602,0.46712,n
0.27196,0.45411,n
0.72591,0.92609,p
0.14811,0.88682,p
0.82567,0.89144,n
0.17812,0.40232,n
0.31082,0.00294,p
0.25829,0.40797,n
0.15811,0.38558,p
0.53002,0.55807,p
0.89104,0.89827,p
0.99125,0.84186,n
0.96080,0.95906,p
0.12561,0.40067,n
0.12480,0.39227,n
0.17451,0.42214,n
0.08258,0.41953,p
0.29121,0.48976,n
0.21525,0.35603,n
0.17958,0.38021,p
0.26176,0.43557,n
0.06424,0.53537,n
0.19660,0.46824,n
0.36139,0.82614,p
0.12080,0.62429,n
0.08665,0.55267,n
0.57974,0.77598,n
0.59640,0.46299,p
0.23001,0.44898,p
0.64539,0.97108,p
0.29666,0.52979,n
0.70887,0.13412,p
0.08929,0.51285,n
0.26044,0.38980,p
0.29481,0.58594,n
0.08014,0.39470,p
0.09973,0.42464,n
0.33704,0.44040,p
0.15259,0.48169,n
0.18124,0.47145,n
0.81513,0.53162,p
0.70629,0.41296,p
0.23929,0.58928,n
0.63751,0.93834,p
0.19921,0.52460,n
0.20126,0.36572,n
0.20624,0.59976,p
0.75596,0.69707,n
0.94485,0.49034,p
0.28615,0.49803,p
0.81662,0.42890,p
0.16412,0.49931,n
0.11748,0.62033,n
0.32257,0.44474,p
0.62785,0.58275,p
0.06597,0.45458,n
0.00576,0.11838,p
0.62232,0.56721,p
0.40418,0.29601,p
0.48699,0.13635,p
0.20720,0.55957,n
0.33076,0.49489,n
0.07547,0.29995,p
0.29160,0.39293,n
0.11628,0.51557,n
0.20324,0.57464,n
0.21630,0.46834,p
0.13216,0.60629,n
0.02214,0.81137,p
0.08616,0.33345,p
0.21094,0.58231,n
0.80872,0.99093,p
0.24424,0.37525,n
0.93957,0.78657,p
0.80010,0.80754,p
0.12313,0.48550,n
0.08259,0.57665,n
0.90186,0.48614,p
0.46619,0.46351,p
0.10309,0.20273,p
0.18541,0.61339,n
0.70602,0.09469,p
0.16651,0.39248,p
0.29019,0.44288,n
0.24805,0.39965,n
0.39529,0.61232,p
0.87891,0.36199,p
0.28234,0.41312,n
0.11256,0.41933,n
0.12185,0.60861,n
0.19357,0.60512,n
0.17474,0.62066,n
0.25564,0.58443,n
0.16850,0.55540,p
